,instrument,expiry,strike,option_type,ttm_days,ttm_years,underlying,mid_usd,mark_iv,moneyness,volume
185,BTC-29MAY26-68000-P,2026-05-29,68000,put,56,0.15342465753424658,67055.44,5572.3560144712,0.48090000000000005,1.014086254597688,126.8
186,BTC-26JUN26-64000-P,2026-06-26,64000,put,84,0.23013698630136986,67221.12,4795.2226284672,0.49979999999999997,0.9520817266954196,23.5
187,BTC-29MAY26-80000-C,2026-05-29,80000,call,56,0.15342465753424658,67055.44,1075.9997535247999,0.44920000000000004,1.1930426524678683,164.0
188,BTC-24APR26-94000-C,2026-04-24,94000,call,21,0.057534246575342465,66902.28,26.4544995576,0.575,1.4050343276791164,2.0
189,BTC-29MAY26-79000-C,2026-05-29,79000,call,56,0.15342465753424658,67055.44,1231.912368732,0.45049999999999996,1.17812961931202,10.9
190,BTC-24APR26-67000-C,2026-04-24,67000,call,21,0.057534246575342465,66902.43,3058.7744164298997,0.4805,1.0014583924679568,82.9
191,BTC-26JUN26-70000-P,2026-06-26,70000,put,84,0.23013698630136986,67221.12,7739.7644691456,0.47609999999999997,1.0413393885731153,22.1
192,BTC-24APR26-63000-P,2026-04-24,63000,put,21,0.057534246575342465,66902.43,1664.7652788563998,0.5182,0.9416698317236012,14.2
193,BTC-26JUN26-65000-C,2026-06-26,65000,call,84,0.23013698630136986,67221.12,7449.347047775999,0.496,0.9669580036750355,5.5
194,BTC-24APR26-62000-P,2026-04-24,62000,put,21,0.057534246575342465,66902.28,1399.8418979904,0.5281,0.9267247693202684,2557.4
195,BTC-24APR26-61000-P,2026-04-24,61000,put,21,0.057534246575342465,66902.28,1179.8009680932,0.5399,0.9117775956215544,1091.9
196,BTC-17APR26-72000-C,2026-04-17,72000,call,14,0.038356164383561646,66883.285,677.5805148451501,0.44049999999999995,1.0765021484814927,54.2
197,BTC-24APR26-98000-C,2026-04-24,98000,call,21,0.057534246575342465,66901.77,19.449013556700002,0.6136,1.4648341889908143,0.0
198,BTC-24APR26-64000-P,2026-04-24,64000,put,21,0.057534246575342465,66902.43,1965.4234612277999,0.5079,0.9566169719096901,46.9
199,BTC-26JUN26-58000-P,2026-06-26,58000,put,84,0.23013698630136986,67221.12,2789.3430632447994,0.5323,0.862824064817724,3.3
200,BTC-24APR26-50000-P,2026-04-24,50000,put,21,0.057534246575342465,66902.43,188.58791480549996,0.7131000000000001,0.7473570093044454,189.2
201,BTC-24APR26-66000-P,2026-04-24,66000,put,21,0.057534246575342465,66902.43,2715.1862827760997,0.4901,0.9865112522818679,44.0
202,BTC-24APR26-45000-P,2026-04-24,45000,put,21,0.057534246575342465,66902.28,88.9980960156,0.8142,0.6726228164421303,591.2
203,BTC-17APR26-70000-P,2026-04-17,70000,put,14,0.038356164383561646,66883.76000000001,4309.297247484001,0.4501,1.0465918782078039,0.0
204,BTC-10APR26-75000-C,2026-04-10,75000,call,7,0.019178082191780823,66865.24,63.803480660400005,0.4465,1.1216590264238937,7.8
205,BTC-10APR26-80000-C,2026-04-10,80000,call,7,0.019178082191780823,66865.33,12.4222410074,0.513,1.1964346844620373,39.5
206,BTC-6APR26-61000-P,2026-04-06,61000,put,3,0.00821917808219178,66864.03,66.7730949192,0.5633,0.9122991838810792,29.3
207,BTC-10APR26-60000-P,2026-04-10,60000,put,7,0.019178082191780823,66865.33,247.97676283799998,0.5893999999999999,0.897326013346528,238.6
208,BTC-24APR26-92000-C,2026-04-24,92000,call,21,0.057534246575342465,66902.28,26.6966858112,0.5440999999999999,1.3751399802816884,1.0
209,BTC-6APR26-65000-P,2026-04-06,65000,put,3,0.00821917808219178,66864.03,399.23509352549996,0.4255,0.9721220811847566,12.5
210,BTC-10APR26-50000-P,2026-04-10,50000,put,7,0.019178082191780823,66865.24,28.425750828800005,0.8935,0.7477726842825958,115.8
211,BTC-24APR26-100000-C,2026-04-24,100000,call,21,0.057534246575342465,66901.77,16.655864659200002,0.6312,1.4947287642763412,46.7
212,BTC-10APR26-65000-C,2026-04-10,65000,call,7,0.019178082191780823,66865.33,2893.5871259504997,0.4828,0.9721031811254053,0.6
213,BTC-29MAY26-66000-P,2026-05-29,66000,put,56,0.15342465753424658,67055.44,4602.0845848576,0.4907,0.9842601882859914,79.4
214,BTC-29MAY26-82000-C,2026-05-29,82000,call,56,0.15342465753424658,67055.15,836.5954740844999,0.45049999999999996,1.2228740074401445,42.9
215,BTC-10APR26-58000-P,2026-04-10,58000,put,7,0.019178082191780823,66865.24,146.3686790124,0.6409,0.8674163137678111,40.0
216,BTC-6APR26-68500-P,2026-04-06,68500,put,3,0.00821917808219178,66864.03,2005.3251414927001,0.3705,1.0244671163254742,0.0
217,BTC-26JUN26-66000-C,2026-06-26,66000,call,84,0.23013698630136986,67221.15,6890.816559097499,0.4911,0.9818338424736858,17.6
218,BTC-29MAY26-81000-C,2026-05-29,81000,call,56,0.15342465753424658,67055.44,941.5676779672,0.4486,1.2079556856237168,10.3
219,BTC-10APR26-65000-P,2026-04-10,65000,put,7,0.019178082191780823,66865.33,1028.7725823942,0.4828,0.9721031811254053,25.3
220,BTC-26JUN26-50000-P,2026-06-26,50000,put,84,0.23013698630136986,67221.12,1270.9631600639998,0.5927,0.7438138489807966,41.7
221,BTC-24APR26-85000-C,2026-04-24,85000,call,21,0.057534246575342465,66901.77,70.4636202348,0.4878,1.27051944963489,17.6
222,BTC-24APR26-74000-C,2026-04-24,74000,call,21,0.057534246575342465,66902.28,718.44685935,0.4462,1.1060908537048364,34.1
223,BTC-29MAY26-78000-C,2026-05-29,78000,call,56,0.15342465753424658,67055.44,1395.9742315624,0.45049999999999996,1.1632165861561716,466.1
224,BTC-10APR26-69000-P,2026-04-10,69000,put,7,0.019178082191780823,66865.33,2954.2868038712004,0.4335,1.0319249153485073,0.2
